#  Trophic Ecology of Atlantic_Cod 
#   Insights from Tri-monthly, Localized Scales of Sampling 
#  PIs:  Theodore Ligenza, Brian Smith, Frank Almeida, Jason Link 
date_local,stomach_id,location,temp_ss_f,depth_w,drift,length_cod,sex,maturity,prey_taxon,prey_weight,prey_no,prey_digestion
10/09/01,7,Crab_Ledge,56.9,100,4,52,M,D,Ophiuroidea,0.85,-9999.0,P
10/09/01,7,Crab_Ledge,56.9,100,4,52,M,D,Mollusca_shell,0.44,-9999.0,P
10/09/01,7,Crab_Ledge,56.9,100,4,52,M,D,Caprellidae,0.01,-9999.0,P
10/09/01,7,Crab_Ledge,56.9,100,4,52,M,D,Cancer_irroratus,0.72,2,P
10/09/01,7,Crab_Ledge,56.9,100,4,52,M,D,Cancer_borealis,0.13,-9999.0,P
10/09/01,8,Crab_Ledge,56.9,100,4,56,F,I,Cancer_sp,0.61,-9999.0,P
10/10/01,9,DW_Mussels,58,170,2,68,X,D,Mollusca_shell,0.82,-9999.0,P
10/10/01,9,DW_Mussels,58,170,2,68,X,D,Crustacea,0.04,-9999.0,W
10/10/01,9,DW_Mussels,58,170,2,68,X,D,Eualus_sp,0.13,1,P
10/10/01,9,DW_Mussels,58,170,2,68,X,D,Ophiopholis_aculeata,46.27,-9999.0,P
10/10/01,10,DW_Mussels,58,170,2,70,M,D,Bivalvia_shell,0.14,-9999.0,P
10/10/01,10,DW_Mussels,58,170,2,70,M,D,Anonyx_sarsi,0.05,-9999.0,P
10/10/01,10,DW_Mussels,58,170,2,70,M,D,Cancer_borealis,12.39,1,P
10/10/01,10,DW_Mussels,58,170,2,70,M,D,Ophiopholis_aculeata,14.49,-9999.0,P
10/10/01,11,DW_Mussels,58,170,3,68,F,T,Hyas_coarctatus,1.11,-9999.0,P
10/10/01,11,DW_Mussels,58,170,3,68,F,T,Bivalvia_shell,0.19,-9999.0,P
10/10/01,11,DW_Mussels,58,170,3,68,F,T,Ophiopholis_sp,43.88,-9999.0,P
10/10/01,11,DW_Mussels,58,170,3,68,F,T,Decapoda_shrimp,0.07,-9999.0,P
10/10/01,11,DW_Mussels,58,170,3,68,F,T,Plants,0.64,-9999.0,W
10/10/01,11,DW_Mussels,58,170,3,68,F,T,Polychaeta,0.05,-9999.0,P
10/10/01,12,DW_Mussels,58,170,4,70,M,D,Ophiopholis_aculeata,33.52,-9999.0,P
10/10/01,13,DW_Mussels,58.7,180,6,40,M,I,Plants,2.27,-9999.0,P
10/10/01,13,DW_Mussels,58.7,180,6,40,M,I,Ophiuroidea,0.24,-9999.0,P
10/10/01,13,DW_Mussels,58.7,180,6,40,M,I,Pandalidae,0.11,2,P
10/10/01,14,DW_Mussels,58.7,180,8,93,F,D,Cancer_borealis,3.63,-9999.0,P
10/10/01,14,DW_Mussels,58.7,180,8,93,F,D,Animal_remains,1.15,-9999.0,W
10/10/01,15,DW_Mussels,58.7,180,8,76,F,T,Bivalvia,0.01,-9999.0,P
10/10/01,15,DW_Mussels,58.7,180,8,76,F,T,Polychaeta,0.03,1,P
10/10/01,15,DW_Mussels,58.7,180,8,76,F,T,Ophiopholis_aculeata,1.06,-9999.0,P
10/10/01,15,DW_Mussels,58.7,180,8,76,F,T,Animal_remains,0.86,-9999.0,W
10/11/01,16,DW_Mussels,58.9,190,1,40,M,I,Hyas_coarctatus,3.50,1,P
10/11/01,16,DW_Mussels,58.9,190,1,40,M,I,Mollusca_shell,0.22,-9999.0,P
10/11/01,16,DW_Mussels,58.9,190,1,40,M,I,Caridion_gordoni,0.15,2,P
10/11/01,16,DW_Mussels,58.9,190,1,40,M,I,Eualus_sp,0.07,-9999.0,P
10/11/01,16,DW_Mussels,58.9,190,1,40,M,I,Hyperiidae,0.02,-9999.0,P
10/11/01,16,DW_Mussels,58.9,190,1,40,M,I,Decapoda_shrimp,0.08,-9999.0,P
10/11/01,17,DW_Mussels,58.8,190,2,85,F,D,Ophiuroidea,0.03,-9999.0,P
10/11/01,17,DW_Mussels,58.8,190,2,85,F,D,Cancer_borealis,13.74,-9999.0,P
10/11/01,17,DW_Mussels,58.8,190,2,85,F,D,Fish,3.20,-9999.0,W
10/11/01,18,DW_Mussels,58.8,186,3,44,M,I,Ophiuroidea,0.01,-9999.0,W
10/11/01,18,DW_Mussels,58.8,186,3,44,M,I,Animal_remains,0.38,-9999.0,W
10/12/01,19,DW_Mussels,58.9,190,1,33,M,I,Pectinidae_viscera,0.56,-9999.0,P
10/12/01,19,DW_Mussels,58.9,190,1,33,M,I,Hyperiidae,0.04,2,P
10/12/01,19,DW_Mussels,58.9,190,1,33,M,I,Gammaridea,0.03,-9999.0,P
10/12/01,19,DW_Mussels,58.9,190,1,33,M,I,Lysianassidae,0.01,-9999.0,P
10/12/01,19,DW_Mussels,58.9,190,1,33,M,I,Decapoda_shrimp,0.01,-9999.0,P
10/12/01,19,DW_Mussels,58.9,190,1,33,M,I,Eualus_sp,0.03,-9999.0,P
10/12/01,19,DW_Mussels,58.9,190,1,33,M,I,Dichelopandalus_leptocerus,0.19,-9999.0,P
10/12/01,20,DW_Mussels,58.8,180,2,83,F,D,Cancer_borealis,23.87,-9999.0,P
10/12/01,20,DW_Mussels,58.8,180,2,83,F,D,Ophiopholis_aculeata,11.23,-9999.0,P
10/12/01,20,DW_Mussels,58.8,180,2,83,F,D,Hyas_coarctatus,0.27,-9999.0,P
10/12/01,20,DW_Mussels,58.8,180,2,83,F,D,Cirripedia,0.20,-9999.0,P
10/12/01,20,DW_Mussels,58.8,180,2,83,F,D,Decapoda_larvae,0.01,-9999.0,P
10/12/01,21,DW_Mussels,58.8,180,3,39,M,I,Animal_remains,0.01,-9999.0,W
10/12/01,21,DW_Mussels,58.8,180,3,39,M,I,Ophiuroidea,0.01,-9999.0,W
10/20/01,22,Crab_Ledge,56.8,120,2,51,F,I,Ophiuroidea,1.18,-9999.0,P
10/20/01,22,Crab_Ledge,56.8,120,2,51,F,I,Cancer_irroratus,0.06,1,P
10/20/01,22,Crab_Ledge,56.8,120,2,51,F,I,Unciola_sp,0.01,1,P
10/20/01,22,Crab_Ledge,56.8,120,2,51,F,I,Nereidae,0.02,1,P
10/20/01,22,Crab_Ledge,56.8,120,2,51,F,I,Cancer_sp,0.30,-9999.0,P
10/20/01,23,Crab_Ledge,56.8,120,2,55,F,I,Cancer_borealis,1.84,-9999.0,P
10/20/01,23,Crab_Ledge,56.8,120,2,55,F,I,Ophiopholis_aculeata,16.21,-9999.0,P
10/20/01,23,Crab_Ledge,56.8,120,2,55,F,I,Decapoda_shrimp,0.22,-9999.0,P
10/20/01,23,Crab_Ledge,56.8,120,2,55,F,I,Eualus_sp,0.16,-9999.0,P
10/20/01,23,Crab_Ledge,56.8,120,2,55,F,I,Leptocheirus_pinguis,0.01,-9999.0,P
10/20/01,23,Crab_Ledge,56.8,120,2,55,F,I,Gammaridea,0.01,-9999.0,P
10/20/01,23,Crab_Ledge,56.8,120,2,55,F,I,Polychaeta,0.01,-9999.0,P
10/20/01,23,Crab_Ledge,56.8,120,2,55,F,I,Fish,0.01,-9999.0,W
10/20/01,23,Crab_Ledge,56.8,120,2,55,F,I,Mollusca_shell,0.05,-9999.0,P
10/20/01,23,Crab_Ledge,56.8,120,2,55,F,I,Cancer_irroratus,1.68,-9999.0,P
10/20/01,23,Crab_Ledge,56.8,120,2,55,F,I,Polynoidae,0.01,-9999.0,P
10/20/01,23,Crab_Ledge,56.8,120,2,55,F,I,Caprellidae,0.01,-9999.0,P
10/20/01,24,Crab_Ledge,56.8,120,2,53,F,I,Animal_remains,0.12,-9999.0,W
10/20/01,24,Crab_Ledge,56.8,120,2,53,F,I,Ampharetidae,0.01,1,P
10/20/01,25,Crab_Ledge,56.8,120,2,64,F,D,Monoculodes_edwardsi,0.01,-9999.0,P
10/20/01,25,Crab_Ledge,56.8,120,2,64,F,D,Polychaeta,0.04,-9999.0,P
10/20/01,25,Crab_Ledge,56.8,120,2,64,F,D,Cancer_irroratus,0.11,1,P
10/20/01,25,Crab_Ledge,56.8,120,2,64,F,D,Animal_remains,0.49,-9999.0,W
10/20/01,26,Crab_Ledge,56.8,120,2,72,F,D,Hyperiidae,0.01,-9999.0,P
10/20/01,26,Crab_Ledge,56.8,120,2,72,F,D,Mollusca,2.48,-9999.0,W
10/20/01,27,Crab_Ledge,56.8,120,2,52,F,D,Dendrochirotida,18.51,-9999.0,P
10/20/01,27,Crab_Ledge,56.8,120,2,52,F,D,Cancer_irroratus,0.46,-9999.0,P
10/20/01,27,Crab_Ledge,56.8,120,2,52,F,D,Gadus_morhua,7.36,-9999.0,P
10/20/01,27,Crab_Ledge,56.8,120,2,52,F,D,Ophiopholis_aculeata,0.29,-9999.0,P
10/20/01,28,Crab_Ledge,56.8,120,2,54,F,D,Ophiopholis_aculeata,7.67,-9999.0,P
10/20/01,28,Crab_Ledge,56.8,120,2,54,F,D,Leptocheirus_pinguis,0.03,-9999.0,P
10/20/01,28,Crab_Ledge,56.8,120,2,54,F,D,Anonyx_sarsi,0.03,-9999.0,P
10/20/01,28,Crab_Ledge,56.8,120,2,54,F,D,Decapoda_larvae,0.01,-9999.0,P
10/20/01,28,Crab_Ledge,56.8,120,2,54,F,D,Cancer_borealis,0.83,-9999.0,P
10/20/01,29,Great_Hill_Inner,56,110,4,81,M,D,Animal_remains,2.13,-9999.0,W
10/20/01,29,Great_Hill_Inner,56,110,4,81,M,D,Lysianassidae,0.02,-9999.0,P
10/20/01,30,Great_Hill_Inner,56,110,5,32,F,I,Cancer_irroratus,0.04,-9999.0,P
10/20/01,30,Great_Hill_Inner,56,110,5,32,F,I,Gastropoda_shell,0.15,-9999.0,P
10/20/01,30,Great_Hill_Inner,56,110,5,32,F,I,Caprellidae,0.14,-9999.0,P
10/20/01,30,Great_Hill_Inner,56,110,5,32,F,I,Gammaridea,0.02,-9999.0,P
10/20/01,31,Great_Hill_Inner,56,110,5,65,M,D,Ophiuroidea,0.01,-9999.0,W
10/20/01,31,Great_Hill_Inner,56,110,5,65,M,D,Animal_remains,0.62,-9999.0,W
10/20/01,32,Great_Hill_Inner,56,110,5,60,F,I,Ophiuroidea,0.05,1,P
10/20/01,32,Great_Hill_Inner,56,110,5,60,F,I,Anthozoa,22.55,-9999.0,P
10/20/01,32,Great_Hill_Inner,56,110,5,60,F,I,Animal_remains,2.62,-9999.0,W
10/20/01,32,Great_Hill_Inner,56,110,5,60,F,I,Bivalvia_siphon,0.68,-9999.0,P
10/20/01,32,Great_Hill_Inner,56,110,5,60,F,I,Gastropoda_operculum,0.27,-9999.0,P
10/20/01,32,Great_Hill_Inner,56,110,5,60,F,I,Cancer_borealis,4.61,-9999.0,P
10/20/01,33,Great_Hill_Inner,56,110,6,74,F,D,Fish,4.26,-9999.0,W
10/20/01,33,Great_Hill_Inner,56,110,6,74,F,D,Hemitripterus_americanus_eggs,23.42,-9999.0,P
10/20/01,34,Great_Hill_Inner,56,110,7,93,F,D,Fish,20.73,-9999.0,W
10/20/01,35,Great_Hill_Inner,54.7,110,8,53,F,I,Decapoda_shrimp,0.01,-9999.0,P
10/20/01,35,Great_Hill_Inner,54.7,110,8,53,F,I,Fish,0.29,-9999.0,W
10/20/01,35,Great_Hill_Inner,54.7,110,8,53,F,I,Cancer_sp,0.01,-9999.0,P
10/20/01,35,Great_Hill_Inner,54.7,110,8,53,F,I,Gammaridea,0.01,-9999.0,P
10/20/01,35,Great_Hill_Inner,54.7,110,8,53,F,I,Pandalidae,0.03,-9999.0,P
10/20/01,35,Great_Hill_Inner,54.7,110,8,53,F,I,Animal_remains,0.34,-9999.0,W
10/20/01,36,Great_Hill_Inner,54.7,110,8,80,M,U,Animal_remains,0.96,-9999.0,W
10/20/01,37,Great_Hill_Inner,54.7,110,8,81,F,D,Animal_remains,2.35,-9999.0,W
10/21/01,38,Great_Hill_Inner,56.9,110,1,85,F,D,Sand,0.28,-9999.0,-9999.0
10/21/01,38,Great_Hill_Inner,56.9,110,1,85,F,D,Pectinidae_viscera,83.00,-9999.0,P
10/23/01,39,DW_Mussels,56.9,180,1,101,M,D,Animal_remains,2.31,-9999.0,W
10/23/01,40,DW_Mussels,56.9,180,1,46,F,I,Lysianassidae,0.01,-9999.0,P
10/23/01,40,DW_Mussels,56.9,180,1,46,F,I,Anonyx_sarsi,0.14,-9999.0,P
10/23/01,40,DW_Mussels,56.9,180,1,46,F,I,Ophiopholis_aculeata,9.36,-9999.0,P
10/23/01,40,DW_Mussels,56.9,180,1,46,F,I,Eualus_pusiolus,0.06,-9999.0,P
10/31/01,41,Great_Hill_Inner,55,110,1,60,M,D,Animal_remains,0.60,-9999.0,W
10/31/01,42,Great_Hill_Inner,55,110,1,79,M,D,Pagurus_acadianus,7.82,1,P
10/31/01,43,Great_Hill_Inner,55,110,1,44,M,I,Caprellidae,0.70,-9999.0,P
10/31/01,43,Great_Hill_Inner,55,110,1,44,M,I,Hydrozoa,0.75,-9999.0,P
10/31/01,43,Great_Hill_Inner,55,110,1,44,M,I,Animal_remains,0.04,-9999.0,W
10/31/01,44,Great_Hill_Inner,55,110,1,74,F,D,Cancer_sp,13.48,-9999.0,P
10/31/01,44,Great_Hill_Inner,55,110,1,74,F,D,Rock,4.67,-9999.0,-9999.0
10/31/01,45,Great_Hill_Inner,55,110,1,49,F,I,Gammaridea,0.06,-9999.0,P
10/31/01,45,Great_Hill_Inner,55,110,1,49,F,I,Bivalvia,0.01,-9999.0,P
10/31/01,45,Great_Hill_Inner,55,110,1,49,F,I,Leptocheirus_pinguis,0.01,-9999.0,P
10/31/01,46,Great_Hill_Inner,55,110,1,54,F,I,Ophiuroidea,0.01,-9999.0,P
10/31/01,46,Great_Hill_Inner,55,110,1,54,F,I,Animal_remains,0.15,-9999.0,W
10/31/01,47,Great_Hill_Inner,55,110,2,49,M,I,Crustacea,0.04,-9999.0,W
10/31/01,47,Great_Hill_Inner,55,110,2,49,M,I,Animal_remains,0.77,-9999.0,W
10/31/01,48,Great_Hill_Inner,55,110,2,78,M,U,Ampeliscidae,0.01,1,W
10/31/01,48,Great_Hill_Inner,55,110,2,78,M,U,Echinoidea,0.34,-9999.0,W
10/31/01,49,Great_Hill_Inner,55,110,2,74,M,D,Animal_remains,0.40,-9999.0,W
10/31/01,49,Great_Hill_Inner,55,110,2,74,M,D,Cirolanidae,0.01,-9999.0,P
10/31/01,49,Great_Hill_Inner,55,110,2,74,M,D,Anonyx_sp,0.02,-9999.0,P
10/31/01,50,Great_Hill_Inner,54.7,110,3,80,M,U,Rock,1.01,-9999.0,-9999.0
10/31/01,50,Great_Hill_Inner,54.7,110,3,80,M,U,Fish,1.07,-9999.0,W
10/31/01,51,Great_Hill_Inner,54.7,110,3,74,M,X,Crangon_septemspinosa,0.03,-9999.0,P
10/31/01,51,Great_Hill_Inner,54.7,110,3,74,M,X,Decapoda,0.02,-9999.0,W
10/31/01,51,Great_Hill_Inner,54.7,110,3,74,M,X,Animal_remains,0.54,-9999.0,W
10/31/01,52,Great_Hill_Inner,54.7,110,3,79,M,U,Animal_remains,0.31,-9999.0,W
10/31/01,52,Great_Hill_Inner,54.7,110,3,79,M,U,Anonyx_sp,0.02,-9999.0,P
10/31/01,53,Great_Hill_Inner,54.7,110,3,68,M,U,Animal_remains,0.08,-9999.0,W
10/31/01,54,DW_Mussels,56,180,4,42,F,I,Ophiopholis_aculeata,11.02,-9999.0,P
10/31/01,54,DW_Mussels,56,180,4,42,F,I,Isopoda,0.01,-9999.0,P
10/31/01,54,DW_Mussels,56,180,4,42,F,I,Decapoda_larvae,0.02,-9999.0,P
10/31/01,54,DW_Mussels,56,180,4,42,F,I,Gammaridea,0.01,-9999.0,P
10/31/01,54,DW_Mussels,56,180,4,42,F,I,Gastropoda,0.02,-9999.0,P
10/31/01,55,DW_Mussels,56,180,4,57,M,D,Hyas_sp,13.09,-9999.0,P
10/31/01,55,DW_Mussels,56,180,4,57,M,D,Fish,0.03,-9999.0,W
10/31/01,55,DW_Mussels,56,180,4,57,M,D,Ophiopholis_aculeata,0.73,-9999.0,P
10/31/01,56,DW_Mussels,56,180,4,53,M,I,Caprellidae,0.01,-9999.0,P
10/31/01,56,DW_Mussels,56,180,4,53,M,I,Leptocheirus_pinguis,0.01,-9999.0,P
10/31/01,56,DW_Mussels,56,180,4,53,M,I,Decapoda,0.03,-9999.0,W
10/31/01,56,DW_Mussels,56,180,4,53,M,I,Ophiopholis_aculeata,3.73,-9999.0,P
10/31/01,56,DW_Mussels,56,180,4,53,M,I,Nephtys_sp,0.17,-9999.0,P
10/31/01,57,DW_Mussels,56,180,4,74,F,D,Paguridae,1.12,-9999.0,P
10/31/01,57,DW_Mussels,56,180,4,74,F,D,Fish,13.73,-9999.0,W
10/31/01,58,DW_Mussels,56,180,4,54,M,D,Ophiopholis_aculeata,2.69,-9999.0,P
10/31/01,58,DW_Mussels,56,180,4,54,M,D,Spirontocaris_sp,0.17,-9999.0,P
10/31/01,58,DW_Mussels,56,180,4,54,M,D,Pagurus_acadianus,4.11,-9999.0,P
10/31/01,58,DW_Mussels,56,180,4,54,M,D,Decapoda_shrimp,0.10,-9999.0,P
10/31/01,59,DW_Mussels,56,180,4,52,F,I,Ophiopholis_aculeata,10.24,-9999.0,P
10/31/01,59,DW_Mussels,56,180,4,52,F,I,Leptocheirus_pinguis,0.03,-9999.0,P
10/31/01,59,DW_Mussels,56,180,4,52,F,I,Anonyx_sarsi,0.03,-9999.0,P
10/31/01,59,DW_Mussels,56,180,4,52,F,I,Merluccius_bilinearis,3.29,-9999.0,P
10/31/01,60,DW_Mussels,56,180,4,53,F,I,Mollusca_shell,0.07,1,P
10/31/01,60,DW_Mussels,56,180,4,53,F,I,Hyas_sp,5.49,-9999.0,P
10/31/01,60,DW_Mussels,56,180,4,53,F,I,Ophiopholis_aculeata,3.00,-9999.0,P
10/31/01,60,DW_Mussels,56,180,4,53,F,I,Gammaridea,0.01,-9999.0,P
10/31/01,60,DW_Mussels,56,180,4,53,F,I,Eualus_sp,0.02,2,P
10/31/01,60,DW_Mussels,56,180,4,53,F,I,Decapoda_crab,0.45,-9999.0,P
10/31/01,61,DW_Mussels,56,180,4,54,M,I,Hyas_coarctatus,1.61,-9999.0,P
10/31/01,61,DW_Mussels,56,180,4,54,M,I,Mollusca_shell,0.03,-9999.0,P
10/31/01,61,DW_Mussels,56,180,4,54,M,I,Decapoda_shrimp,0.01,-9999.0,P
10/31/01,61,DW_Mussels,56,180,4,54,M,I,Polychaeta,0.15,-9999.0,P
10/31/01,61,DW_Mussels,56,180,4,54,M,I,Ophiopholis_aculeata,20.60,-9999.0,P
10/31/01,62,DW_Mussels,56,180,4,78,F,D,Cancer_borealis,13.60,-9999.0,P
10/31/01,62,DW_Mussels,56,180,4,78,F,D,Cancer_irroratus,29.04,-9999.0,P
10/31/01,62,DW_Mussels,56,180,4,78,F,D,Cancer_sp,5.46,-9999.0,P
10/31/01,63,DW_Mussels,56,180,4,44,M,I,Ophiopholis_aculeata,2.68,-9999.0,P
10/31/01,63,DW_Mussels,56,180,4,44,M,I,Decapoda_shrimp,0.04,-9999.0,P
10/31/01,63,DW_Mussels,56,180,4,44,M,I,Gammaridea,0.11,-9999.0,P
10/31/01,64,DW_Mussels,56,180,4,58,M,X,Animal_remains,0.02,-9999.0,W
11/10/01,65,Great_Hill_Inner,50,106,1,50,M,I,Bivalvia_siphon,0.50,-9999.0,P
11/10/01,65,Great_Hill_Inner,50,106,1,50,M,I,Anonyx_sarsi,0.09,-9999.0,P
11/10/01,65,Great_Hill_Inner,50,106,1,50,M,I,Crangon_septemspinosa,0.19,-9999.0,P
11/10/01,65,Great_Hill_Inner,50,106,1,50,M,I,Animal_remains,0.24,-9999.0,W
11/10/01,66,Great_Hill_Inner,50,106,1,54,M,D,Cirolanidae,0.02,1,P
11/10/01,66,Great_Hill_Inner,50,106,1,54,M,D,Anonyx_sarsi,0.09,-9999.0,P
11/10/01,67,Great_Hill_Inner,50,110,2,50,F,I,Cancer_sp,0.17,-9999.0,P
11/10/01,67,Great_Hill_Inner,50,110,2,50,F,I,Cancer_borealis,0.22,-9999.0,P
11/10/01,67,Great_Hill_Inner,50,110,2,50,F,I,Decapoda_shrimp,0.01,-9999.0,P
11/10/01,67,Great_Hill_Inner,50,110,2,50,F,I,Pandalidae,0.03,-9999.0,P
11/10/01,67,Great_Hill_Inner,50,110,2,50,F,I,Gastropoda_shell,0.15,-9999.0,P
11/10/01,67,Great_Hill_Inner,50,110,2,50,F,I,Pagurus_sp,3.20,-9999.0,P
11/10/01,68,Great_Hill_Inner,50,110,2,78,M,U,Gastropoda_operculum,0.13,1,P
11/10/01,68,Great_Hill_Inner,50,110,2,78,M,U,Gammaridea,0.01,-9999.0,P
11/10/01,68,Great_Hill_Inner,50,110,2,78,M,U,Animal_remains,1.10,-9999.0,W
11/10/01,68,Great_Hill_Inner,50,110,2,78,M,U,Decapoda_shrimp,0.01,-9999.0,P
11/10/01,68,Great_Hill_Inner,50,110,2,78,M,U,Anonyx_sp,0.01,-9999.0,P
11/10/01,69,Great_Hill_Inner,50,110,2,74,M,U,Anonyx_sarsi,0.01,-9999.0,P
11/10/01,69,Great_Hill_Inner,50,110,2,74,M,U,Echinodermata,0.26,-9999.0,P
11/10/01,70,Great_Hill_Inner,50,110,3,36,F,I,Fish,0.33,-9999.0,W
11/10/01,70,Great_Hill_Inner,50,110,3,36,F,I,Cancer_sp,0.01,-9999.0,P
11/10/01,70,Great_Hill_Inner,50,110,3,36,F,I,Ophiuroidea,0.01,-9999.0,P
11/10/01,71,Great_Hill_Inner,50,110,3,77,M,U,Animal_remains,0.52,-9999.0,W
11/10/01,72,Great_Hill_Inner,50,110,3,65,F,D,Bivalvia_shell,0.03,-9999.0,P
11/10/01,72,Great_Hill_Inner,50,110,3,65,F,D,Pagurus_sp,1.12,-9999.0,P
11/10/01,73,Great_Hill_Inner,50,110,3,47,F,I,Cancer_irroratus,0.57,-9999.0,P
11/10/01,73,Great_Hill_Inner,50,110,3,47,F,I,Crangon_septemspinosa,0.18,-9999.0,P
11/10/01,73,Great_Hill_Inner,50,110,3,47,F,I,Leptocheirus_pinguis,0.20,-9999.0,P
11/10/01,73,Great_Hill_Inner,50,110,3,47,F,I,Cancer_borealis,3.15,-9999.0,P
11/10/01,73,Great_Hill_Inner,50,110,3,47,F,I,Bivalvia,0.47,-9999.0,P
11/10/01,73,Great_Hill_Inner,50,110,3,47,F,I,Ophiuroidea,0.53,-9999.0,P
11/10/01,74,Great_Hill_Inner,50,110,3,80,M,U,Echinoidea,0.55,1,P
11/10/01,74,Great_Hill_Inner,50,110,3,80,M,U,Animal_remains,0.19,-9999.0,W
11/10/01,75,Great_Hill,50,110,4,96,F,D,Decapoda,2.12,-9999.0,W
11/10/01,76,Great_Hill,50,110,4,51,M,U,Anonyx_sp,0.03,-9999.0,P
11/10/01,76,Great_Hill,50,110,4,51,M,U,Animal_remains,0.43,-9999.0,W
11/10/01,77,Great_Hill,50,110,4,91,M,D,Animal_remains,0.66,-9999.0,W
11/10/01,78,Great_Hill,50,110,4,81,M,U,Gastropoda_operculum,0.08,1,P
11/10/01,78,Great_Hill,50,110,4,81,M,U,Anonyx_sp,0.01,-9999.0,P
11/10/01,78,Great_Hill,50,110,4,81,M,U,Fish,9.84,-9999.0,W
11/10/01,78,Great_Hill,50,110,4,81,M,U,Opheliidae,0.36,-9999.0,P
11/10/01,79,Great_Hill,50,110,4,47,F,I,Mollusca_shell,0.78,-9999.0,P
11/10/01,79,Great_Hill,50,110,4,47,F,I,Ophiuroidea,0.02,-9999.0,P
11/10/01,79,Great_Hill,50,110,4,47,F,I,Cancer_sp,0.10,-9999.0,P
11/10/01,79,Great_Hill,50,110,4,47,F,I,Pagurus_sp,0.70,-9999.0,P
11/10/01,79,Great_Hill,50,110,4,47,F,I,Fish,0.01,-9999.0,W
11/10/01,79,Great_Hill,50,110,4,47,F,I,Anonyx_sp,0.03,-9999.0,P
11/10/01,80,Great_Hill,50,110,4,52,M,U,Animal_remains,0.10,-9999.0,W
11/10/01,80,Great_Hill,50,110,4,52,M,U,Cerianthidae,0.11,1,P
11/10/01,80,Great_Hill,50,110,4,52,M,U,Fish,0.01,1,W
11/10/01,80,Great_Hill,50,110,4,52,M,U,Anonyx_sp,0.06,-9999.0,P
11/10/01,81,Great_Hill,50,110,4,51,M,D,Fish,0.60,-9999.0,W
11/10/01,81,Great_Hill,50,110,4,51,M,D,Gammaridea,0.01,-9999.0,P
11/10/01,81,Great_Hill,50,110,4,51,M,D,Anonyx_sarsi,0.01,-9999.0,P
11/10/01,82,Great_Hill,50,110,4,77,M,U,Animal_remains,0.52,-9999.0,W
11/10/01,83,Great_Hill_Inner_SW,50.8,105,5,80,M,R,Ammodytes_sp,169.20,19,P
11/10/01,84,Great_Hill_Inner_SW,50.8,105,5,82,M,U,Animal_remains,0.32,-9999.0,W
11/10/01,85,Great_Hill_Inner_SW,50.8,105,5,57,M,R,Anonyx_sp,0.01,-9999.0,P
11/10/01,85,Great_Hill_Inner_SW,50.8,105,5,57,M,R,Animal_remains,0.15,-9999.0,W
11/10/01,86,Great_Hill_Inner_SW,50.8,107,6,31,X,I,Ophiuroidea,0.01,-9999.0,P
11/10/01,86,Great_Hill_Inner_SW,50.8,107,6,31,X,I,Bivalvia,0.05,-9999.0,P
11/10/01,86,Great_Hill_Inner_SW,50.8,107,6,31,X,I,Cancer_irroratus,0.10,-9999.0,P
11/10/01,86,Great_Hill_Inner_SW,50.8,107,6,31,X,I,Polychaeta,0.01,-9999.0,P
11/10/01,86,Great_Hill_Inner_SW,50.8,107,6,31,X,I,Animal_remains,0.15,-9999.0,W
